table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale
public,bcf_snippet,reference,4,character varying,NO,,255.0,,
public,bcf_snippet,reference_schema,5,character varying,NO,,255.0,,
public,bcf_snippet,document_guid,6,character varying,YES,,255.0,,
public,bcf_topic,id,1,bigint,NO,,,64.0,0.0
public,bcf_topic,guid,2,character varying,YES,,255.0,,
public,bcf_topic,topic_type,3,character varying,YES,,255.0,,
public,bcf_topic,topic_status,4,character varying,YES,,255.0,,
public,bcf_topic,title,5,character varying,NO,,255.0,,
public,bcf_topic,field_value,6,character varying,YES,,255.0,,
public,bcf_topic,index,7,integer,YES,,,32.0,0.0
public,bcf_topic,creation_date,8,timestamp without time zone,YES,,,,
public,bcf_topic,creation_author,9,character varying,YES,,255.0,,
public,bcf_topic,modified_date,10,timestamp without time zone,YES,,,,
public,bcf_topic,modified_author,11,character varying,YES,,255.0,,
public,bcf_topic,assigned_to,12,character varying,YES,,255.0,,
public,bcf_topic,state,13,character varying,YES,,255.0,,
public,bcf_topic,description,14,text,YES,,,,
public,bcf_topic,due_date,15,timestamp without time zone,YES,,,,
public,bcf_topic,bim_snippet_id,16,bigint,YES,,,64.0,0.0
public,bcf_topic,project_id,17,bigint,NO,,,64.0,0.0
public,bcf_topic_event,id,1,bigint,NO,,,64.0,0.0
public,bcf_topic_event,bitmap_type,2,character varying,NO,,255.0,,
public,bcf_topic_event,jhi_value,3,character varying,YES,,1024.0,,
public,bcf_topic_event,container_id,4,bigint,NO,,,64.0,0.0
public,bcf_topic_event_container,id,1,bigint,NO,,,64.0,0.0
public,bcf_topic_event_container,author,2,character varying,NO,,255.0,,
public,bcf_topic_event_container,date,3,timestamp without time zone,NO,,,,
public,bcf_topic_event_container,topic_id,4,bigint,NO,,,64.0,0.0
public,bcf_topic_labels,bcf_topic_id,1,bigint,NO,,,64.0,0.0
public,bcf_topic_labels,label,2,character varying,YES,,255.0,,
public,bcf_topic_reference_links,bcf_topic_id,1,bigint,NO,,,64.0,0.0
public,bcf_topic_reference_links,reference_link,2,character varying,YES,,255.0,,
public,bcf_topic_related_topics,bcf_topic_id,1,bigint,NO,,,64.0,0.0
public,bcf_topic_related_topics,related_topic,2,character varying,YES,,255.0,,
public,bcf_view_point,id,1,bigint,NO,,,64.0,0.0
public,bcf_view_point,guid,2,character varying,YES,,255.0,,
public,bcf_view_point,index,3,integer,YES,,,32.0,0.0
public,bcf_view_point,topic_id,4,bigint,YES,,,64.0,0.0
public,bcf_visibility,id,1,bigint,NO,,,64.0,0.0
public,bcf_visibility,spaces_visible,2,boolean,NO,false,,,
public,bcf_visibility,space_boundaries_visible,3,boolean,NO,false,,,
public,bcf_visibility,openings_visible,4,boolean,NO,false,,,
public,bcf_visibility,default_visibility,5,boolean,NO,false,,,
public,bcf_visibility,container_id,6,bigint,NO,,,64.0,0.0
public,cobie_attributes,id,1,bigint,NO,nextval('cobie_attributes_id_seq'::regclass),,64.0,0.0
public,cobie_attributes,idp_cobie_attributes_id,2,bigint,NO,,,64.0,0.0
public,cobie_attributes,attribute,3,character varying,YES,,255.0,,
public,cobie_diff,id,1,bigint,NO,,,64.0,0.0
public,cobie_diff,cobie_entity,2,character varying,NO,,255.0,,
public,cobie_diff,modification,3,character varying,NO,,255.0,,
public,cobie_diff,ext_identifier,4,character varying,NO,,255.0,,
public,cobie_diff,name,5,character varying,NO,,255.0,,
public,cobie_diff,current_revision,6,jsonb,YES,,,,
public,cobie_diff,new_revision,7,jsonb,YES,,,,
public,cobie_diff,current_model,8,jsonb,YES,,,,
public,cobie_diff,target_revision,9,jsonb,YES,,,,
public,cobie_diff,model_id,10,bigint,NO,,,64.0,0.0
public,cobie_diff,file_operation_id,11,bigint,NO,,,64.0,0.0
public,cobie_diff,helper_id,12,bigint,YES,,,64.0,0.0
public,cobie_diff_summary,id,1,bigint,NO,,,64.0,0.0
public,cobie_diff_summary,cobie_entity,2,character varying,NO,,255.0,,
public,cobie_diff_summary,added,3,bigint,NO,,,64.0,0.0
public,cobie_diff_summary,modified,4,bigint,NO,,,64.0,0.0
public,cobie_diff_summary,conflicted,5,bigint,NO,,,64.0,0.0
public,cobie_diff_summary,deleted,6,bigint,NO,,,64.0,0.0
public,cobie_diff_summary,file_operation_id,7,bigint,NO,,,64.0,0.0
public,cobie_diff_summary,validation_guid,8,character varying,YES,,255.0,,
public,connection,id,1,bigint,NO,,,64.0,0.0
public,connection,name,2,character varying,NO,,255.0,,
public,connection,created_on,3,timestamp without time zone,YES,,,,
public,connection,connection_type,4,character varying,YES,,255.0,,
public,connection,realizing_element,5,character varying,YES,,255.0,,
public,connection,port_name_1,6,character varying,YES,,255.0,,
public,connection,port_name_2,7,character varying,YES,,255.0,,
public,connection,ext_system,8,character varying,YES,,255.0,,
public,connection,ext_object,9,character varying,YES,,255.0,,
public,connection,ext_identifier,10,character varying,YES,,255.0,,
public,connection,image_guid,11,character varying,YES,,255.0,,
public,connection,owning_facility_id,12,bigint,NO,,,64.0,0.0
public,connection,created_by_id,13,bigint,YES,,,64.0,0.0
public,connection,component_id,14,bigint,YES,,,64.0,0.0
public,connection,related_component_id,15,bigint,YES,,,64.0,0.0
public,connection,ifc_reference,16,character varying,YES,,255.0,,
public,connection,created_by_user,17,character varying,YES,,50.0,,
public,connection,created_date,18,timestamp without time zone,YES,now(),,,
public,connection,last_modified_by,19,character varying,YES,,50.0,,
public,connection,last_modified_date,20,timestamp without time zone,YES,,,,
public,connection,jhi_version,21,bigint,YES,,,64.0,0.0
public,connection,system_id,22,bigint,YES,,,64.0,0.0
public,connection,predefined_type,23,character varying,YES,,255.0,,
public,connection,model_id,24,bigint,YES,,,64.0,0.0
public,connection,description_txt,25,text,YES,,,,
public,connection_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,connection_attributes,connections_id,2,bigint,NO,,,64.0,0.0
public,connection_attributes_aud,connections_id,1,bigint,NO,,,64.0,0.0
public,connection_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,connection_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,connection_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,connection_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,connection_aud,id,1,bigint,NO,,,64.0,0.0
public,connection_aud,name,2,character varying,YES,,255.0,,
public,connection_aud,created_on,3,timestamp without time zone,YES,,,,
public,connection_aud,connection_type,4,character varying,YES,,255.0,,
public,connection_aud,realizing_element,5,character varying,YES,,255.0,,
public,connection_aud,port_name_1,6,character varying,YES,,255.0,,
public,connection_aud,port_name_2,7,character varying,YES,,255.0,,
public,connection_aud,ext_system,8,character varying,YES,,255.0,,
public,connection_aud,ext_object,9,character varying,YES,,255.0,,
public,connection_aud,ext_identifier,10,character varying,YES,,255.0,,
public,connection_aud,ifc_reference,11,character varying,YES,,255.0,,
public,connection_aud,image_guid,12,character varying,YES,,255.0,,
public,connection_aud,owning_facility_id,13,bigint,YES,,,64.0,0.0
public,connection_aud,created_by_id,14,bigint,YES,,,64.0,0.0
public,connection_aud,component_id,15,bigint,YES,,,64.0,0.0
public,connection_aud,related_component_id,16,bigint,YES,,,64.0,0.0
public,connection_aud,rev,17,bigint,NO,,,64.0,0.0
public,connection_aud,revend,18,bigint,YES,,,64.0,0.0
public,connection_aud,revtype,19,smallint,NO,,,16.0,0.0
public,connection_aud,created_by_user,20,character varying,YES,,50.0,,
public,connection_aud,created_date,21,timestamp without time zone,YES,now(),,,
public,connection_aud,last_modified_by,22,character varying,YES,,50.0,,
public,connection_aud,last_modified_date,23,timestamp without time zone,YES,,,,
public,connection_aud,system_id,24,bigint,YES,,,64.0,0.0
public,connection_aud,predefined_type,25,character varying,YES,,255.0,,
public,connection_aud,description_txt,26,text,YES,,,,
public,connection_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,connection_documents,connections_id,2,bigint,NO,,,64.0,0.0
public,connection_documents_aud,connections_id,1,bigint,NO,,,64.0,0.0
public,connection_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,connection_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,connection_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,connection_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,connection_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,connection_impacts,connections_id,2,bigint,NO,,,64.0,0.0
public,connection_impacts_aud,connections_id,1,bigint,NO,,,64.0,0.0
public,connection_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,connection_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,connection_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,connection_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,contact,id,1,bigint,NO,,,64.0,0.0
public,contact,email,2,character varying,NO,,255.0,,
public,contact,created_by,3,character varying,YES,,255.0,,
public,contact,created_on,4,timestamp without time zone,YES,,,,
public,contact,ext_system,5,character varying,YES,,255.0,,
public,contact,ext_object,6,character varying,YES,,255.0,,
public,contact,ext_identifier,7,character varying,YES,,255.0,,
public,contact,category,8,character varying,YES,,255.0,,
public,contact,country,9,character varying,YES,,255.0,,
public,contact,town,10,character varying,YES,,255.0,,
public,contact,given_name,11,character varying,YES,,255.0,,
public,contact,postal_code,12,character varying,YES,,255.0,,
public,contact,phone,13,character varying,YES,,255.0,,
public,contact,organization_code,14,character varying,YES,,255.0,,
public,contact,street,15,character varying,YES,,255.0,,
public,contact,family_name,16,character varying,YES,,255.0,,
public,contact,state_region,17,character varying,YES,,255.0,,
public,contact,company,18,character varying,YES,,255.0,,
public,contact,postal_box,19,character varying,YES,,255.0,,
public,contact,department,20,character varying,YES,,255.0,,
public,contact,is_self_created,21,boolean,NO,,,,
public,contact,image_guid,22,character varying,YES,,255.0,,
public,contact,project_id,23,bigint,YES,,,64.0,0.0
public,contact,created_by_user,24,character varying,YES,,50.0,,
public,contact,created_date,25,timestamp without time zone,YES,now(),,,
public,contact,last_modified_by,26,character varying,YES,,50.0,,
public,contact,last_modified_date,27,timestamp without time zone,YES,,,,
public,contact,jhi_version,28,bigint,YES,,,64.0,0.0
public,contact,predefined_type,29,character varying,YES,,255.0,,
public,contact,parent_id,30,bigint,YES,,,64.0,0.0
public,contact,phone_alt,31,character varying,YES,,255.0,,
public,contact,model_id,32,bigint,YES,,,64.0,0.0
public,contact_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,contact_attributes,contacts_id,2,bigint,NO,,,64.0,0.0
public,contact_attributes_aud,contacts_id,1,bigint,NO,,,64.0,0.0
public,contact_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,contact_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,contact_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,contact_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,contact_aud,id,1,bigint,NO,,,64.0,0.0
public,contact_aud,email,2,character varying,YES,,255.0,,
public,contact_aud,created_by,3,character varying,YES,,255.0,,
public,contact_aud,created_on,4,timestamp without time zone,YES,,,,
public,contact_aud,ext_system,5,character varying,YES,,255.0,,
public,contact_aud,ext_object,6,character varying,YES,,255.0,,
public,contact_aud,ext_identifier,7,character varying,YES,,255.0,,
public,contact_aud,category,8,character varying,YES,,255.0,,
public,contact_aud,country,9,character varying,YES,,255.0,,
public,contact_aud,town,10,character varying,YES,,255.0,,
public,contact_aud,given_name,11,character varying,YES,,255.0,,
public,contact_aud,postal_code,12,character varying,YES,,255.0,,
public,contact_aud,phone,13,character varying,YES,,255.0,,
public,contact_aud,organization_code,14,character varying,YES,,255.0,,
public,contact_aud,street,15,character varying,YES,,255.0,,
public,contact_aud,family_name,16,character varying,YES,,255.0,,
public,contact_aud,state_region,17,character varying,YES,,255.0,,
public,contact_aud,company,18,character varying,YES,,255.0,,
public,contact_aud,postal_box,19,character varying,YES,,255.0,,
public,contact_aud,department,20,character varying,YES,,255.0,,
public,contact_aud,is_self_created,21,boolean,YES,,,,
public,contact_aud,image_guid,22,character varying,YES,,255.0,,
public,contact_aud,rev,23,bigint,NO,,,64.0,0.0
public,contact_aud,revend,24,bigint,YES,,,64.0,0.0
public,contact_aud,revtype,25,smallint,NO,,,16.0,0.0
public,contact_aud,created_by_user,26,character varying,YES,,50.0,,
public,contact_aud,created_date,27,timestamp without time zone,YES,now(),,,
public,contact_aud,last_modified_by,28,character varying,YES,,50.0,,
public,contact_aud,last_modified_date,29,timestamp without time zone,YES,,,,
public,contact_aud,predefined_type,30,character varying,YES,,255.0,,
public,contact_aud,parent_id,31,bigint,YES,,,64.0,0.0
public,contact_aud,phone_alt,32,character varying,YES,,255.0,,
public,contact_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,contact_documents,contacts_id,2,bigint,NO,,,64.0,0.0
public,contact_documents_aud,contacts_id,1,bigint,NO,,,64.0,0.0
public,contact_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,contact_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,contact_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,contact_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,contact_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,contact_impacts,contacts_id,2,bigint,NO,,,64.0,0.0
public,contact_impacts_aud,contacts_id,1,bigint,NO,,,64.0,0.0
public,contact_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,contact_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,contact_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,contact_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,contract,id,1,bigint,NO,,,64.0,0.0
public,contract,created_on,2,timestamp without time zone,YES,,,,
public,contract,contract_type,3,character varying,NO,,255.0,,
public,contract,description,4,character varying,NO,,255.0,,
public,contract,contract_basis,5,character varying,NO,,255.0,,
public,contract,contract_number,6,character varying,NO,,255.0,,
public,contract,contract_date,7,date,YES,,,,
public,contract,contract_term,8,numeric,YES,,,21.0,2.0
public,contract,notice_period,9,numeric,YES,,,21.0,2.0
public,contract,termination_effective_from,10,date,YES,,,,
public,contract,offer_number,11,character varying,YES,,255.0,,
public,contract,offer_date,12,date,YES,,,,
public,contract,offer_sum,13,numeric,YES,,,21.0,2.0
public,contract,basic_billing,14,character varying,YES,,255.0,,
public,contract,warranty_period,15,numeric,YES,,,21.0,2.0
public,contract,payment_deadline,16,date,YES,,,,
public,contract,supplied_documents,17,character varying,YES,,255.0,,
public,contract,contract_performance_guarantee,18,bigint,YES,,,64.0,0.0
public,contract,warranty_bond,19,bigint,YES,,,64.0,0.0
public,contract,invoice_deductions,20,bigint,YES,,,64.0,0.0
public,contract,contract_term_unit_id,21,bigint,YES,,,64.0,0.0
public,contract,notice_period_unit_id,22,bigint,YES,,,64.0,0.0
public,contract,warranty_period_unit_id,23,bigint,YES,,,64.0,0.0
public,contract,warranty_ends_reminder_unit_id,24,bigint,YES,,,64.0,0.0
public,contract,client_id,25,bigint,YES,,,64.0,0.0
public,contract,contractor_id,26,bigint,YES,,,64.0,0.0
public,contract,created_by_id,27,bigint,YES,,,64.0,0.0
public,contract,owning_facility_id,28,bigint,NO,,,64.0,0.0
public,contract,created_by_user,29,character varying,YES,,50.0,,
public,contract,created_date,30,timestamp without time zone,YES,now(),,,
public,contract,last_modified_by,31,character varying,YES,,50.0,,
public,contract,last_modified_date,32,timestamp without time zone,YES,,,,
public,contract,jhi_version,33,bigint,YES,,,64.0,0.0
public,contract,sub_project_id,34,bigint,YES,,,64.0,0.0
public,contract_aud,id,1,bigint,NO,,,64.0,0.0
public,contract_aud,created_on,2,timestamp without time zone,YES,,,,
public,contract_aud,contract_type,3,character varying,YES,,255.0,,
public,contract_aud,description,4,character varying,YES,,255.0,,
public,contract_aud,contract_basis,5,character varying,YES,,255.0,,
public,contract_aud,contract_number,6,character varying,YES,,255.0,,
public,contract_aud,contract_date,7,date,YES,,,,
public,contract_aud,contract_term,8,numeric,YES,,,21.0,2.0
public,contract_aud,notice_period,9,numeric,YES,,,21.0,2.0
public,contract_aud,termination_effective_from,10,date,YES,,,,
public,contract_aud,offer_number,11,character varying,YES,,255.0,,
public,contract_aud,offer_date,12,date,YES,,,,
public,contract_aud,offer_sum,13,numeric,YES,,,21.0,2.0
public,contract_aud,basic_billing,14,character varying,YES,,255.0,,
public,contract_aud,warranty_period,15,numeric,YES,,,21.0,2.0
public,contract_aud,payment_deadline,16,date,YES,,,,
public,contract_aud,supplied_documents,17,character varying,YES,,255.0,,
